w_bigram,freq
ЕгъэджакIуэмрэ унэтIакIуэмрэ,6
проектым хиубыдэу,6
етIуанэ махуэм,6
Адыгэ Хэкум,6
ХьэхъупащIэ Амырхъан,6
Лобжанидзе Владимир,6
Хьэх Сэфарбий,6
къулыкъур мыпхуэдэу,6
щIэ гуэрхэр,6
пасэрей гъащIэм,6
экономикэ щIэныгъэхэмкIэ,6
Урысейм щагъэлъапIэ,6
мыпхуэдэу тхын,6
гъэхэм къалъхуа,6
Дашу Хьэшыр,6
КъБР-м ЦIыхухэр,6
илъэс блэкIам,6
Сэтэней гуащэ,6
куэду зэтет,6
цIыху гъащIэм,6
Мэзкуу щекIуэкIа,6
нэхъ Iей,6
Пэж дыдэу,6
олимп чемпион,6
жыг щхьэкIэм,6
увыпIэр къихьащ,6
жыг хадэхэр,6
дэт Адыгэ,6
Хьэшыр Алан,6
щытын хуейт,6
гъащIэ гъуэгуанэр,6
ящыщ зыт,6
дунейм щынэхъ,6
щIы хъурейм,6
зэхьэзэхуэ щекIуэкIащ,6
Бахъсэн щIыналъэ,6
Унафэ Къэбэрдей-Балъкъэр,6
Кавказ Ищхъэрэмрэ,6
бзэ быным,6
Кавказ къуршхэм,6
ейм нэхърэ,6
гъущI гъуэгум,6
хуит къызэращIыжам,6
лъэпкъ щэнхабзэр,6
илъэс 50-м,6
къат куэду,6
Къулъкъужын Ищхъэрэ,6
Уэрэдымрэ къафэмкIэ,6
щIы щIагъым,6
ЛIыжь цIыкIум,6
мэкъумэш IуэхущIапIэхэм,6
къалъхуащ КъШР-м,6
нэхъыщхьэхэм ящыщ,6
актрисэ цIэрыIуэ,6
Къаныкъуэ Жаннэ,6
хыхьэ къэралхэм,6
Ельцин Борис,6
мэздэгу адыгэхэм,6
Акъсырэ Залымхъан,6
IуэхукIэ 2023,6
япэ тхылъыр,6
теухуа хъыбархэр,6
Мис аращ,6
дохутыр IэщIагъэм,6
ХьэжытIэгъуей аузыр,6
Жылау Нурбий,6
цIыху минхэр,6
Бейтыгъуэн Iэуес,6
мэлыжьыхь мазэм,6
папщIэ нэхъ,6
фIыщIэ яхузощI,6
роль нэхъыщхьэр,6
хабзэубзыху орган,6
тхыдэм къыхэнащ,6
Урыс-Кавказ зауэр,6
Кабардино-Балкарская правда,6
бжыгъэ нэхъ,6
абы япэ,6
Вагъуэ цIыкIу,6
щIыхьыр ихъумэу,6
1861 гъэм,6
Отечественной войне,6
агропромышленнэ комплексым,6
хьэрхуэрэгъухэм топ,6
къэфакIуэ гупыр,6
япэ зэIущIэм,6
Къуиижь ЦIыкIу,6
тенджыз Iуфэм,6
фащэр щыгъыу,6
Абы зэрыжиIэмкIэ,6
Пэжыр жыпIэмэ,6
Къэрал Советым,6
лъагэ дыдэ,6
лъэпкъ театрым,6
бжыгъэр нэхъыбэ,6
хуиIэ лъагъуныгъэр,6
щIыналъэ куэдым,6
къэкIуэну щIэблэхэм,6
Iэмал зимыIэщ,6
дуней тетыкIэ,6
мазэ бжыгъэ,6
республикэ центрым,6
щекIуэкIа дунейпсо,6
ХьэтIохъущыкъуей къуажэм,6
лъэщ дыдэхэм,6
ауэ щыхъукIэ,6
мыпхуэдэ зэхъуэкIыныгъэхэр,6
финалым нэсащ,6
Новак Александр,6
лъабжьэ быдэ,6
Кучинэ Марие,6
иджыри куэдрэ,6
апхуэдэ цIыху,6
ЖыпIэну ирикъунщ,6
Осетие Ищхъэрэ-Аланием,6
гъащIэм щыщ,6
ягу дыхьащ,6
бзэ гупым,6
цIыхухэм щIэныгъэ,6
Сталин Иосиф,6
Ленинград областым,6
къуэш нэхъыщIэ,6
псэ зыIут,6
гъущI хъарым,6
лIы Iущым,6
пэщIэт Iуэхухэр,6
КъБР-м СпортымкIэ,6
зиужьын папщIэ,6
адыгэ мамлюкхэм,6
5-м къыдигъэкIа,6
Махуэ Билалрэ,6
25-м къыдигъэкIа,6
Республикэм Экономикэ,6
деж кIуэри,6
тонн мелуан,6
щIэныгъэ центрым,6
зауэ губгъуэм,6
ехъулIэныгъэ иIэу,6
Адыгэ макъ,6
анэдэлъхубзэр фIыуэ,6
лъэпкъ зэмылIэужьыгъуэхэм,6
Урыш Анзор,6
ислъам диным,6
бэнакIуэ лъэщ,6
дуней псоми,6
зэхьэзэхуэм хэтащ,6
иужь дыдэу,6
щIыпIэ псоми,6
зэIущIэм къыщыпсэлъащ,6
махуэ ухъу,6
гъуазджэхэмкIэ музейм,6
ФIыщIэ Хасэм,6
симфоние оркестрым,6
илъэси 8-м,6
районым щыщ,6
гъащIэ кIыхь,5
Крылья Советов,5
гъэм къыдэкIа,5
лэжьакIуэ цIэрыIуэ,5
Джатэрывэ Къазбэч,5
япэ номерыр,5
гъэзэщIакIуэ комитетым,5
япэу утыку,5
къэрал дамыгъэ,5
Ищхъэрэ къуажэм,5
лэжьыгъэ IэнатIэ,5
дежкIэ мыхьэнэ,5
Парламентым ЕгъэджэныгъэмкIэ,5
Хьэшыр Светланэ,5
ящыщ гуэрым,5
Абы зэреджэр,5
лъэпкъ макъамэ,5
щыпсэу цIыху,5
мэкъумэш щIэныгъэхэм,5
гъэм Париж,5
дыщыпсэу ЩIы,5
хэт ищIэн,5
сигу къокIыж,5
тхьэмадэ Сэхъурокъуэ,5
ДыгъафIэ къалэ,5
Осетие Ипщэм,5
къалэм щыщ,5
лъэхъэнэм къриубыдэу,5
фочауэ полкым,5
Президиумым унафэ,5
гъэм Санкт-Петербург,5
сэбэп хъунущ,5
зиIэ спортым,5
сабий школым,5
хамэ щIыпIэхэм,5
Сирием щыпсэу,5
къалъхуащ Инджылызым,5
къудейм къыщымынэу,5
нэгъуэщI Iуэху,5
цIэрыIуэу щыта,5
лIыжь цIыкIур,5
адыгэ Iуэхум,5
Куба къуажэм,5
мащэ кIыфIхэр,5
министр Хьэсанэ,5
нэхъ къащтэ,5
суд зытращIыхьа,5
Кавказ Ищхъэрэр,5
200-м щIигъу,5
Республикэм фэтэр,5
1895 гъэм,5
увыпIэр щиубыдащ,5
Япэ увыпIэр,5
Республикэм щыIэ,5
мащэ кIыфIхэм,5
сыхьэтым километр,5
ящыщ куэдыр,5
щиIэ Управленэм,5
цIэрыIуэ дыдэхэм,5
Мариерэ Викторрэ,5
Зауэ нэужь,5
щыхьэт техъуэу,5
кавказ бзэ,5
нэхъ дахэр,5
Даур Иринэ,5
щэнхабзэ хъугъуэфIыгъуэхэм,5
къикIыу аращ,5
1846 гъэм,5
Союза писателей,5
дунейм тет,5
200-м нэблагъэ,5
техъуэ тхылъ,5
Чили къэралым,5
I99I гъэм,5
Теувэж СулътIан,5
наркотикхэкIхэмрэ акъылыр,5
гум илъыр,5
Мамхэгъ Назир,5
щхьэ зытелъ,5
куэд щагъэзащIэ,5
Жьы хъуа,5
ДыгъафIэ къалэм,5
цIэкIэ щыIэ,5
2008 гъэ,5
дзэ къулыкъущIэ,5
Сыту пIэрэ,5
сабий унэм,5
совет тхакIуэ,5
дунейпсо зэхьэзэхуэхэм,5
жыг щIагъым,5
Адыгей къэрал,5
Ардзинбэ Владислав,5
щытын хуейуэ,5
лъапэм деж,5
узыншагъэм сэкъат,5
суд IуэхущIапIэ,5
илъэс 40-м,5
къэрал граждан,5
цIыху цIэрыIуэ,5
щэнхабзэмрэ спортымкIэ,5
гъэм иригъэкIуэкIа,5
АР-м щIыхь,5
хамэ щIыпIэм,5
ХьэтIохъущыкъуей Ипщэм,5
къащта Федеральнэ,5
лъэпкъ щIэныгъэм,5
мастер Урыш,5
жиIащ министрым,5
Iуэхум унафэ,5
мыинымрэ курытымрэ,5
иужь ихьащ,5
пасэ дыдэу,5
Курортхэмрэ туризмэмкIэ,5
псы хущхъуэхэм,5
къыщIэкIащ икIи,5
лъэпкъ фащэр,5
1901 гъэм,5
зэфIэкI щеплъыжащ,5
зэIущIэм щытепсэлъыхьащ,5
лэжьакIуэ гупым,5
мобилизацэм ипкъ,5
Шыпш Тимур,5
къалъхуащ композитор,5
Иорданием щыпсэу,5
хэтащ Урысейм,5
Токио щекIуэкIа,5
Мэздэгу адыгэхэм,5
школ №2-м,5
кIуэцI къулыкъум,5
Уэсмэн пащтыхьыгъуэм,5
къэхьыным ехьэлIа,5
зыкъом щIауэ,5
илъэс тIощI,5
макъамэ Iэмэпсымэхэр,5
Абхъаз къэрал,5
тонн мелуани,5
дунейпсо рекорд,5
нагъыщэ зиIэ,5
шууей дивизэм,5
статьям зэхъуэкIыныгъэхэр,5
Баку щекIуэкIа,5
20I3 гъэм,5
тренер нэхъыщхьэм,5
жиIащ Хъуэжэ,5
Къетыкъуэ Аслъэнбэч,5
Бгырыс республикэм,5
Союзымрэ Урысей,5
район судым,5
КIурашын Анзор,5
Прохладнэ район,5
гугъу ящIащ,5
100-нэ статьям,5
къулыкъум гъэувыным,5
Кононов Олег,5
Дзэ Плъыжьыр,5
Языныкъуэхэм деж,5
Акименкэ Михаил,5
езым хуэдэу,5
гугъу ящI,5
84-м нэс,5
пщы уэлийуэ,5
балли 100,5
махуэм къриубыдэу,5
Iэтащхьэм хуегъэхьын,5
2024 гъэхэм,5
Дунейпсо кубокым,5
УФ-м Узыншагъэр,5
ЦIыпIынэ Аслъэн,5
КIэух зэIущIэм,5
тыгъэ хуищIащ,5
къуажэм дэс,5
2-рэ сантиметр,5
фIыуэ къыщацIыху,5
адыгэ унагъуэм,5
ФедерацэмкIэ Советым,5
хуэдэ тхыпхъэ,5
КъБР-м лэжьыгъэмрэ,5
нэхъыщхьэу ягъэуващ,5
жиIащ Жэбагъы,5
Наурыз Басир,5
Куэцэ Идар,5
футболым дихьэххэм,5
адыгэ тхакIуэм,5
Налшык щыщ,5
республикэ бюджетыр,5
япэ илъэс,5
1836 гъэм,5
Иуан Хьэсэн,5
Май районым,5
федеральнэ агентствэм,5
Налшык ипподромым,5
Парламентым ЛэжьыгъэмкIэ,5
Союзым футболымкIэ,5
Республикэм цIыхухэр,5
Уэрэзей Афлик,5
ДыщэкI Аслъэн,5
гугъу уэзгъэщIынут,5
Мис ахэр,5
Еджэрыкъуей къуажэм,5
Тхьэгъэлэдж Тимур,5
къалэ клиникэ,5
щекIуэкIа зэхьэзэхуэм,5
итащ жэуап,5
шыбз гуартэ,5
Шэджэм район,5
медицинэ къудамэм,5
классым сыщIэсу,5
Аруан куейм,5
министр Асанов,5
Къаз-Джэрий СулътIан,5
еджакIуэ цIыкIухэм,5
Къэбэрдей уэрамым,5
1830 гъэм,5
адыгэ IуэрыIуатэр,5
дэт 2-нэ,5
дунейм теткъым,5
Бэчыжь Лейлэ,5
фIэкIа зыри,5
эскадрон ныкъуэм,5
нэхъ къулей,5
областым щыщ,5
къалэ округхэмрэ,5
щхьэкIэ жаIэ,5
абы щыщ,5
дзэ операцэ,5
цIыху цIэрыIуэхэр,5
Новгород Ищхъэрэ,5
гъуащхьэтет Щоджэн,5
Дэбагъуэ Роман,5
дохутыр нэхъыщхьэм,5
зауэр зэриухрэ,5
щIыпIэм къыщалъхуа,5
зыхуей хуагъэзащ,5
хъаным деж,5
зэреджэу щытар,5
лъэпкъ проектхэм,5
япэ ирагъэщ,5
зауэм хэта,5
Граждан жылагъуэ,5
профессионал футбол,5
Шэрэдж Дисэ,5
1837 гъэм,5
гъуазджэмрэ щэнхабзэмрэ,5
мыхьэнэшхуэ иIащ,5
дуней еплъыкIэм,5
кIэ пщIондэ,5
псынщIэмкIэ дунейпсо,5
мэкъумэш IэнатIэмкIэ,5
къудейуэ аращ,5
1-м ирихьэлIэу,5
япэ президенту,5
щIэт къэрал,5
Анзор Хьэту,5
Нобель саугъэтыр,5
щыIэ УМВД-м,5
Къэбэрдей-Балъкъэрым мафIэсым,5
ДзыхьмыщI Анзор,5
21-м къыдигъэкIа,5
адыгэ пщащэ,5
Италием щыщ,5
Балэ Мухьэдин,5
бын куэд,5
гъэзэщIа зэрыхъуам,5
Мейкъуапэ дэт,5
къызэрымыкIуэ щытыкIэхэр,5
Дадэ МуIэед,5
24-м Налшык,5
дзыхь зрагъэз,5
ипэкIэ кIуэтащ,5
хэгъэрейхэм ящыщ,5
лъэщ дыдэ,5
Псыжь адрыщIкIэ,5
хэтащ къэрал,5
пащхьэ щиIэ,5
куууэ щыгъуазэ,5
макъамэ гъуазджэм,5
гъуэгу хозяйствэмкIэ,5
хуэдэ зэманми,5
Адыгей Республикэм,5
абы куэдрэ,5
абы зэреджэр,5
лъапIэ дыдэу,5
Гугуев Магомед,5
алыдж-урым бэнэкIэм,5
абы къикIыр,5
европэпсо утыку,5
ауэ щыхъукIи,5
Абы цIыху,5
зэпеуэ зэмылIэужьыгъуэхэм,5
цIыхухэр IэнатIэкIэ,5
Май щIыналъэм,5
дэкIа иужь,5
гъэм КъБР-м,5
Iэнэ хъурейм,5
категорие зиIэ,5
хьэрып къэралхэм,5
Нэхъ иужьыIуэкIэ,5
нэхъыщхьэ Красножан,5
мылэжьэгъуэ махуэу,5
къалъхуащ СССР-м,5
дызыхуэкIуэ илъэсым,5
жылагъуэ зэщIэхъееныгъэм,5
дыдэ мэхъу,5
тхылъ тедзапIэ,5
елъытауэ зыхэта,5
къэралым щыпсэу,5
Урысей къэралыгъуэм,5
ДыщэкI ФатIимэ,5
дахэ дыдэу,5
зыбжанэ щыIэщ,5
гъэм щыIа,5
Шэджэм аузым,5
Къулъкъужын Ипщэ,5
Гъэсашэ Наталье,5
пщыхэмрэ уэркъхэмрэ,5
республикэм щыщ,5
Iэтащхьэмрэ Правительствэмрэ,5
фIыуэ зылъагъухэр,5
гъэм щекIуэкIа,5
зэман дыдэм,5
28-м къыдигъэкIа,5
муниципальнэ щIыналъэм,5
егъэджэныгъэмкIэ щIыхь,5
гуащэ Елизаветэ,5
Новгород Ищхъэрэм,5
цIэрыIуэ хъуа,5
урысейпсо жылагъуэ,5
Бахъсэнокъуэ Алихъан,5
гуащэ Марие,5
Ауэ псом,5
лъэхъэнэ жыжьэм,5
тхыдэм къыхэна,5
КIуащ БетIал,5
къиуха иужь,5
ХьэжытIэгъуей аузым,5
Хэкур фIыуэ,5
бжыгъэр нэхъ,5
лъэпкъ фащэм,5
1997 гъэхэм,5
япэ дунейпсо,5
теухуа зэгурыIуэныгъэм,5
щIакIуэ кIапэ,5
абы зыри,5
хъумэн IэнатIэм,5
алъандэрэ зыщымыгъуазэу,5
Соттаев Къанщауэ,5
мэз хозяйствэм,5
Суд приставхэм,5
Балъкъэр къэрал,5
абы игу,5
етIуанэ лигэм,5
псы пщтыр,5
языныкъуэхэм деж,5
махуэщ Урысей,5
СэвкIуий Хьэмид,5
сатумрэ зыщегъэужьыныр,5
3-м къыдигъэкIа,5
Пащты Герман,5
футболист цIэрыIуэ,5
нэгъуэщI зыри,5
Теунэ Хьэчим,5
гуманитар къэхутэныгъэхэмкIэ,5
Къамбий Мухьэб,5
къэрал программэу,5
Мысостышхуэ Пщызэбий,5
фIэкIа нэгъуэщI,5
хъума хъун,5
КъурIэн лъапIэм,5
20-м Налшык,5
утыку къыщрахьащ,5
Мишустин Михаил,5
илъэс меларди,5
Накуэ Феликс,5
Iуфэм Iус,5
илъэс щэщI,5
цIэр къыфIащащ,5
20-нэ лIэщIыгъуэм,5
куэдкIэ лэжьа,5
Следственнэ комитетым,5
цIыкIуи ини,5
Дунейм ехыжыным,5
Темрыкъуэ ипхъу,5
Хьэфиз Ибрэхьим,5
Музыкэ училищэм,5
гуэдзэным зэритым,5
Зумакулов Борис,5
Абы хыхьэу,5
Властыр цIыхубэм,5
Адыгэ академием,5
цIыхубэм етын,5
Тыркум щыIэ,5
щIы щхьэфэм,5
зэхьэзэхуэ инхэм,5
Правительствэм 2022,5
хуей хъунущ,5
Пагэу ущызблэкIкIэ,5
Абыхэм ящыщт,5
Ищхъэрэм щыщ,5
1970 гъэхэм,5
саугъэт нэхъыщхьэр,5
Гъубж Вячеслав,5
пщы уэлий,5
пщIэ хуищIу,5
хэлъхьэныгъэшхуэ хуищIащ,5
гъэм сом,5
хъумэнымкIэ дунейпсо,5
Сыт абы,5
При этом,5
абы щыгъуэщ,5
зэрыпхъуакIуэхэм къыIэщIагъэкIыжащ,5
адыгэ цIыхубэ,5
Республикэм турист-рекреацэ,5
Урысей пащтыхьыгъуэм,5
ипкъ иту,5
IэнатIэм зыщегъэужьыным,5
Iуэхум фIыуэ,5
адыгэ къуажэхэр,5
Iуащхьэмахуэ куейм,5
тхылъ хъумапIэм,5
1-нэ пунктым,5
1865 гъэм,5
къэрал суверенитетым,5
гектарым хуэзэу,5
къалъхуащ нэмыцэ,5
сэбэп мэхъу,5
деж щыту,5
къызэгъэпэщыным теухуа,5
политикэ партым,5
къызэрызэрагъэпэщрэ илъэси,5
Шэджэм ЕтIуанэ,5
цIыхубэ республикэхэм,5
Цей Ибрэхьим,5
пунктым япкъ,5
Хэку зауэшхуэ,5
Сабий унэм,5
жылэм дэт,5
СССР-м ЩIэныгъэхэмкIэ,5
Урысей Футбол,5
Гъуэщокъуэ Арсен,5
щIэныгъэм щыхагъахъуэ,5
нобэрей щIэблэм,5
махуэ зыбжанэ,5
1517 гъэм,5
дзэ округым,5
Ленинград дэт,5
адыгэхэмрэ абазэхэмрэ,5
адыгэ щэнхабзэм,5
фIыуэ слъагъу,5
УнафэщI Къуэдзокъуэ,5
пэхуэщIэм хиубыдэу,5
дыдэ хъуащ,5
дакъикъэр екIуэкIыу,5
Совет властым,5
Гъэмахуэ Олимпиадэм,5
щIыналъэм щекIуэкI,5
цIыху псоми,5
макъамэ Iэмэпсымэхэм,5
хэтащ къэралым,5
еджапIэ нэхъыщхьэ,5
теухуа тхылъ,5
Тхьэм пхуищI,5
щIыналъэхэм ящыщу,5
Северный Кавказ,5
жэпуэгъуэ мазэм,5
щыхьэту къоув,5
гупым 2020,5
гъэм Америкэм,5
4-нэ Iыхьэм,5
нэгъуэщI щIыналъэхэм,5
адыгэ хабзэр,5
кIэух Iыхьэм,5
2010 гъэ,5
мэхъу икIи,5
Бэч Руслан,5
къыкIэлъыкIуэ махуэм,5
шэч зыхуащIыр,5
цIыхухэр псэупIэкIэ,5
къытщIэхъуэ щIэблэр,5
къалэхэмрэ къуажэхэмрэ,5
гугъу дыдэхэм,5
дунейпсо зауэр,5
20I7 гъэм,5
теухуа тхыгъэ,5
Кавказ биосферэ,5
120-м нэс,5
цIэрыIуэ щыхъуащ,5
дунейпсо зэхьэзэхуэм,5
лъэIу тхылъ,5
утыку кърихьащ,5
нэхъ шынагъуэ,5
зегъэужьынымкIэ щыIэ,5
Сокъур Мусэрбий,5
ХьэтIохъущыкъуей Ипщэ,5
Вагъуэбэр щIым,5
гъэм къэралым,5
къэрал IуэхущIапIэхэм,5
къэрал театрым,5
дыжьын медаль,5
Iуэху дахэм,5
медицинэ лэжьакIуэхэм,5
Абы нэхъ,5
тIэкIу нэхъ,5
лъэ макъыр,5
дежкIэ нэхъ,5
2023 гъэхэм,5
Къалэн куэд,5
щэлатымрэ сэламымрэ,5
Зеущэ Iэуес,5
Гальперин Григорий,5
хэтхэм зэхъуэкIыныгъэхэр,5
химиемрэ биологиемкIэ,5
зыщегъэужьыным теухуауэ,5
Щэнхабзэмрэ гъуазджэмкIэ,5
Дзасэжь Хьэзрэталий,5
хуит къащIыжащ,5
Республикэм щэнхабзэмкIэ,5
Ахэмын Еленэ,5
Чурей Дыжьын,5
Евгений Онегин,5
жылэ цIыкIум,5
Адыгэ хабзэр,5
лъэпкъ щэнхабзэмрэ,5
спорт лIэужьыгъуэр,5
Мэшыкъуэ Хьэчим,5
Вагъуэбэр гъавэм,5
япэ итахэм,5
Футбол Зэгухьэныгъэм,5
икIи сыт,5
жеIэ ФатIимэ,4
Урыс къэрал,4
щекIуэкIа атлетикэ,4
Сулеймэн Телъыджэм,4
щIэблэр хэкупсэу,4
цIыхубэм фIыуэ,4
унагъуэ зыбжанэ,4
щыпсэу лъэпкъыгъуэ,4
Нэхей Аслъэн,4
егъэджакIуэ IэщIагъэр,4
индоевропеибзэкIэ псалъэ,4
лъэпкъ зытIущым,4
Республикэм Лэжьыгъэмрэ,4
Театр Иным,4
щекIуэкIа Гъэмахуэ,4
ящыщу къалъытэ,4
Бажэ Амир,4
Москва къалэ,4
увыпIэм щытщ,4
Мокаев Ашэмэз,4
мейкъуапэ культурэм,4
нэгу зрагъэужьащ,4
мин 290-рэ,4
лъэпкъыгъуэ бжыгъэншэхэр,4
лъэпкъ фащэхэр,4
цIыхубэ художник,4
Модзманашвили Давит,4
кIэщIу жыпIэмэ,4
Адыгэ нарт,4
илъэс 25-рэ,4
къызэращтам папщIэ,4
культурэр къэзыгъэщIа,4
утыку кърахьащ,4
къызэращIыжам папщIэ,4
жиIэрт абы,4
Иджы сыт,4
къэрал унафэр,4
Адыгэ фащэр,4
Федерацэм IэщэкIэ,4
Сосналы СулътIан,4
Москва щекIуэкIа,4
кIахэ адыгэхэр,4
Кавказым щыпсэуа,4
оперэ уэрэджыIакIуэ,4
фIэкIа мыхъуу,4
етIуанэ гупым,4
къэралпсо утыкум,4
зыхуей хуагъазэ,4
илъэс 84-рэ,4
къэрал медицинэ,4
адыгэбзэкIи урысыбзэкIи,4
къафэмкIэ ансамблым,4
84-рэ ирокъу,4
Акименкэ Михаили,4
фэеплъым пщIэ,4
илъэс 65-рэ,4
Журт Биберд,4
щIыпIэм щыпсэухэм,4
ныбжьэгъу пэжу,4
Мэкъумэш банкым,4
Атлетикэ псынщIэмкIэ,4
илъэси I00,4
1641 гъэм,4
Зэман докIри,4
Iуэхугъуэ куэдым,4
зыри жиIакъым,4
фIыуэ солъагъу,4
Чайковский Пётр,4
куэд елъытащ,4
шыпхъу нэхъыжьым,4
лъапIэу щэлатымрэ,4
тхылъ щхьэхуэу,4
хъыбар куэд,4
КIэбышэ Заур,4
Шостакович Дмитрий,4
Алыджыкъуэрэ ХьэтIохъущыкъуэрэ,4
17-м Налшык,4
хьэщIэ лъапIэхэм,4
Мыхьэмэт Iэшэ,4
эрэм илъэс,4
гъащIэ гъуэгуанэм,4
Адыгэ фащэ,4
20I5 гъэм,4
къуэш нэхъыжьым,4
гъэхэм щекIуэкI,4
Хъупсырджэн Албэч,4
хэту топыр,4
пщIэр нэхъ,4
Лэжьыгъэмрэ цIыхухэм,4
дунейпсо чемпиону,4
къыщыхьа щIэпхъаджагъэр,4
щэнейрэ дунейпсо,4
зэпеуэ куэдым,4
акционер обществэм,4
тхыдэмрэ щэнхабзэмрэ,4
министр Бэрбэч,4
абы жэуап,4
ЛIыкIуэ лъапIэу,4
муслъымэн диныр,4
Дэнэ щыIэ,4
пщIэр лъагэу,4
лъэс зекIуапIэм,4
Котляровхэ Мариерэ,4
филологие факультетым,4
жаIэу щытащ,4
ахэр абы,4
Мечиев Кязим,4
Щоджэн Борис,4
нэхъ быдэ,4
2015 гъэ,4
уэрэд жыIэныр,4
ПащIэ Рамед,4
Новэ Зеландием,4
деж япэ,4
псалъэхэр зыщIэлъ,4
Унафэ 2023,4
Вэрокъуэ Владимир,4
уэрэд жыIэкIэм,4
лъэпкъ къафэхэм,4
Къалмыкъ Амур,4
автоном областым,4
жиIэу къокI,4
къэралыгъуэ зэригъуэтрэ,4
пщIэ зиIэ,4
СПИД-мрэ узыфэ,4
дахэ зиIэ,4
Iуэху гуэр,4
спортымкIэ дунейпсо,4
абыхэм япэщIэтынымкIэ,4
1902 гъэм,4
Сэрмакъ къуажэм,4
къэс ахъшэ,4
2023 гъэр,4
2-м къыдигъэкIа,4
20-м къыдигъэкIа,4
Налшык къыщызэIуахащ,4
къызэрагъэпэщауэ щытащ,4
гъуэгу шынагъуэншэхэр,4
шэч лъэпкъ,4
Къэбэрдей-Балъкъэрым щыIэ,4
район къудамэм,4
Уголовнэ кодексым,4
Курп лъагапIэхэм,4
нэгъуэщI хэкIыпIэ,4
гуащIэ хэзылъхьа,4
Шэджэм псыкъелъэхэм,4
Дзэмыхь Къасболэт,4
къэс жыхуаIэм,4
нэхъ жыжьэ,4
Къул Амир,4
ткIуэпс цIыкIухэр,4
зэрызэрагъэкIуэкIым кIэлъыплъынымкIэ,4
Щоджэн Iэминат,4
Старэ Шэрэдж,4
Сэкрэк Заур,4
Наркотикхэр зэрызэрагъэкIуэкIым,4
къыдэкIуэтей щIэблэм,4
I942 гъэм,4
нэхъ щIэщыгъуэ,4
еплъыкIэ зыбжанэ,4
Мэлгъэбэг деж,4
щIыпIэ дахэхэм,4
щIы Iыхьэхэм,4
псы хущхъуэхэр,4
управленэ нэхъыщхьэм,4
махуэщ УФ-м,4
псалъэхэр хэгъэкIын,4
3-нэ Iыхьэм,4
щIэс ныбжьыщIэхэм,4
хъун Тхьэм,4
абдеж дыдэм,4
ДжэгупIэ губгъуэм,4
штрафнойм щихьэм,4
щIэныгъэ гуэдзэ,4
урысыбзэмрэ литературэмрэ,4
нэхъ иужьыIуэкIэ,4
КъБР-м щыщ,4
къэралым щыпсэухэм,4
псалъэ куэд,4
Гъэрэ щIырэ,4
къалъхуащ журналист,4
КъБР-м экономикэ,4
Техник ныбжьыщIэхэм,4
псалъэ гуапэкIэ,4
дунейпсо фестиваль-зэпеуэм,4
Бэлагъы Любэ,4
абы хэлъ,4
япэ лъэбакъуэр,4
зауэм хэтахэм,4
Афган зауэм,4
хъуауэ щыта,4
1783 гъэм,4
ехъулIэныгъэ нэхъ,4
бюджет зэхуаку,4
фэеплъым деж,4
IэнатIэм пэрытхэм,4
мэл хъушэ,4
тынш дыдэу,4
цIыху миным,4
лъэпкъым дежкIэ,4
лышх узыфэр,4
нэса нэужь,4
ЕтIуанэ хъуащ,4
епха Iуэхугъуэхэр,4
жыг хадэхэм,4
пщIы бжыгъэхэр,4
IуэхухэмкIэ органхэм,4
зауэ Iуэху,4
хьэдэ къупщхьэхэр,4
къэрал музейм,4
1810 гъэм,4
щыIэ адыгэ,4
Хьэсанэ Мурат,4
АфэщIагъуэ Михаил,4
Омер Сейфеддин,4
Iуэхугъуэ зэмылIэужьыгъуэхэм,4
ЗэIущIэр къыщызэIуихым,4
Лабэ ЦIыкIу,4
Сабийхэм папщIэ,4
Тхьэм жиIэмэ,4
Васильев Сергей,4
чыристан диным,4
пунктым хэт,4
7-м къыдигъэкIа,4
зэзыгъэуIу штабым,4
зэриухрэ илъэс,4
щекIуэкIа конференцым,4
щIытI лэжьыгъэхэр,4
терроризмэмрэ экстремизмэмрэ,4
ТIэш Светланэ,4
лъэпкъ куэд,4
абы хэтахэм,4
БэнэкIэ хуит,4
жыг лIэужьыгъуэхэр,4
къудамэу КъБР-м,4
екIуэкIа Хэку,4
Iэтащхьэм 2021,4
КъыкIэлъыкIуэ махуэм,4
мин 200,4
Аслъэнджэрийрэ Адэлджэрийрэ,4
дыдэ зиIэ,4
Республикэм граждан,4
удз гъэгъахэм,4
IэнатIэ зэмылIэужьыгъуэхэм,4
23-м къыдигъэкIа,4
аддэ жыжьэу,4
шэч къытрихьэркъым,4
иригъэкIуэкIа лэжьыгъэм,4
Урыс Аслъэн,4
транспортымрэ гъуэгу,4
гъэм УФ-м,4
Джэрмэншык къуажэм,4
увыпIэр хуагъэфэщащ,4
ягу къигъэкIыжащ,4
Щэнхабзэмрэ гъуазджэмрэ,4
пщIэрэ щхьэрэ,4
псы цIыкIум,4
щиIэ управленэм,4
зрагъэз телефон,4
генерал Эммануэль,4
медицинэ Iуэхутхьэбзэхэр,4
ипэ иту,4
мурад ещI,4
джабэ нэкIухэм,4
лэжьыгъэр фIыуэ,4
плъыр часть,4
узыншагъэр щрагъэфIакIуэ,4
нэхъ дахэу,4
щыщу сом,4
зэхэгъэщхьэхукIа зыхь,4
ящыщу Къэбэрдей-Балъкъэр,4
Адыгэ Хасэр,4
Хъыбарыр къэзыIуэтэжыр,4
лэжьыгъэм теухуауэ,4
