"#name",Урыс-адыгэ школ псалъалъэ (Rus-Ady) (eastern)
"#sourceLang","Russian"
"ласка","I ж. I гъэфIэныгъэ, гумащIагъэ, бзэ IэфI; материнская ласка анэ бзэ IэфIыгъэ, гъэфIэныгъэ
II ж. I (зоол.) ужьэ"
"ласкать","I, несов., кого-что едэхэщIэн, гъэфIэн, ебзэрэбзэн; ласкать ребенка сабийм едэхэщIэн, еубзэрэбзэн: ласкать слух гурыхь зэхегъэхын"
"ласкаться","I, несов. к кому дэхэщIэн, зыгъэфIэн, бзэрэбзэн; собака ласкается к своему хозяину хьэм зейм зыхуегъафIэ"
"ласковый","-ая, -ое гумащIэ, дэхащIэ; ласковая мать анэ гумащIэ; ласковое слово дэхащIэ псалъэ, псалъэ IэфI"
"ласточка","ж. I пцIащхъуэ
◊ первая ласточка шIэ гуэрым и нэщэнэ"
"лауреат","м. II лауреат (щIэныгъэм, искусствэм, техникэм щиIэ ехъулIэныгъэхэм папщIэ саугъэт зыхуагъэфэща); лауреат Ленинской премии Ленинскэ саугъэтым и лауреат; лауреат Всесоюзного конкурса исполнителей народных песен народнэ уэрэдхэр зыгъэзащIэхэм я Союзпсо конкурсым и лауреат"
"лаять","I (лаю, лаешь), несов. бэнэн; собака лает хьэр мэбанэ"
"лгать","I (лгу, лжешь), несов. пцIы упсын; не надо лгать пцIы упсын хуейкъым; зачем ты лжешь? сыт пцIы щIэбупсыр? не лги! пцIы умыупс!"
"лгун","м. II (род. лгуна) пцIыупс"
"лебединый","-ая, -ое къыу; лебединая стая къыу гуп; (перен.) лебединая песня иужь дыдэу иIыхум и зэфIэкIыр къигъэлъэгъуэжын"
"лебедь","м. II къыу; белый лебедь къыу хужь"
"лев","м. II (род. льва: мн. львы, львов) аслъэн"
"левый","-ая, -ое сэмэгу; левая сторона сэмэгу лъэныкъуэ"
"легенда","ж.
1. историческэ къэхъугъэ гуэрым тегъэпсыхьа хъыбарыжь
2. таурыхъ"
"легендарный","-ая, -ое легендарнэ; легендарный герой легендарнэ лIыхъужь; легендарные подвиги ипэкIэ зи хуэдэ щымыIа лIыхъужьыгъэ"
"лёгкий","-ая, -ое
1. псынщIэ; легкий чемодан пхъуантэ псынщIэ; легкая ткань щэкI псынщIэ; легкий завтрак пщэдджыжьышхэ мащIэу шхын
2. тынш; легкая работа лэжьыгъэ тынш
3. цIыкIу, мащIэ; легкая промышленность промышленность псынщIэ; легок на помине зи цIэ ираIуэр бжэщхьэIу тесщ"
"легко","нареч. тыншу; эту задачу легко решить мы лэжьыгъэр тыншу пщIы хъунущ"
"легковой","-ая, -ое псынщIэ; легковой автомобиль автомобиль псыншIэ"
"лёгкое","с. скл. как прил. (анат.) тхьэмбыл, жьэн; воспаление легких тхьэмбылым щIыIэ хыхьэныгъэ"
"легкомысленный","-ая, -ое акъыл кIэшI, щхьэпс; легкомысленный человек цIыху щхьэпс; легкомысленный поступок акъыл кIэщIыгъэ зыхэлъ бгъэдыхьэкIэ"
"леденеть","I, несов.
1. тк. 3 л. щтын, мыл хъун; вода начинает леденеть псым щтыуэ щIедзэ
2. икъукIэ пIыщIэн, днин; руки леденеют Iэхэр мэдий (пощтыкI)"
"ледник","м. II (род. ледника) мылылъэ; горный ледник бгы мылылъэ"
"ледокол","м. II мылкъутэ кхъухь; атомный ледокол атомкIэ лажьэ мылкъутэ кхъухь"
"ледяной","-ая, -ое
1. мыл; ледяной покров мыл пхъафэ; ледяная вершина мылыщхьэ
2. щIыIэмыл; ледяной ветер жьы щIыIэмыл"
"лежать","II, несов.
1. щылъын; лежать на боку бгъукIэ щылъын; лежать на земле щIым хэлъын
2. тк. 3 л. щылъын; книга лежит на столе тхылъыр стIолым телъщ; сад лежит у дома жыг хадэр унэм бгъэдэлъщ
3. тк. 3 л. къыпэщылъын; путь лежит на север гъуэгуанэр ищхъэрэкIэ къыпэщылъщ; душа (сердце) не лежит к кому-чему-л. зыгуэрым гур бгъэдыхьэркъым"
"лезть","I, несов.
1. на что, во что, через что дэпщеин, дэпщын, щхьэпрыпшын; лезть на дерево жыгым дэпщеин; лезть в окно щхьэгъубжэм дэпщын; лезть через забор бжыхьым щхьэдэпщыхын
2. во что иIэбэн; лезть в карман жыпым иIэбэн во что (разг.) хэIэбэн; лезть в чужие дела хамэ Iуэху хэIэбэн
4. тк. 3 л. чаще с отриц. (разг.) щымыхуэн, имыхуэн; сапоги не лезут шырыкъур лъыхуэркъым; чемодан не лезет в багажник пхъуантэр багажникым ихуэркъым
5. тк. 3 л. (о волосах, шерсти) икIын, ихун
6. тк. 3 л. зэфIэтхъын, офIэхун; материя лезет от ветхости щэкIыр жьы хъуащи зэфIотхъ; лезть из кожи вон лъэкI къэмыгъэнэн, зэфIэкIыу иIэр ехьэлIэн"
"лекарственный","-ая, -ое хущхъуэ; лекарственные травы хущхъуэ къызыхащIыкI удзхэр"
"лекарство","с. II хущхъуэ; принять лекарство хущхъуэ зэхьэлIэн (ефэн)"
"лексика","ж. I, мн. нет лексикэ (бзэгуэрым къыщагъэсэбэп псалъэ псори)"
"лектор","м. II лектор, лекцэ къеджэр"
"лекция","ж. I лекцэ; читать лекцэ къеджэн"
"ленивый","-ая, -ое щхьэхынэ, хуэмыху; ленивый ученик еджакIуэ щхьэхынэ; ленивая походка хуэмыху зекIуэкIэ"
"ленинизм","м. II ленинизм"
"ленинский","-ая, -ое ленинскэ; Ленинский комсомол Ленинскэ комсомол; ленинские заветы Лениным и уэсятхьр"
"лениться","II (ленюсь, ленишься), несов., с неопр. и без доп щхьэхын: лениться работать лэжьэн щхьэхын"
"леопард","м. II леопард щомыщ"
"лепесток","м. II (род. лепестка) къапщIий, гъэгъа тхьэмпэ; лепестки розы розэм и къапщIий"
"лепетать","I (лепечу, лепечешь), несов., что и без доп. сабий псэлъэкIэу псэлъэн"
"лепить","II (леплю, лепишь), несов., кого-что зэгъэпцIын, къыхэщIыкIын; лепить из глины фигурки животных ятIагъуэм псэущхьэхэм я сурэт цIыкIу къыхэщIыкIын"
"лес","м. II
1. мэз; густой лес мэз Iув; в лесу мэзым; рубить лес мэз пыупщIын
2. пхъащхьэ; строевой пес псэуалъэм ирахьэлIэ пхъэ; лес рубят - щепки летят (посл.) мэзыр паупщI - къуэщIийхэр мэлъей; кто в лес, кто по дрова (посл.) хэт ипщэкIэ, хэт пщхъэрэкIэ макIуэ"
"лесистый","-ая, -ое мэзылъэ; лесистые соры бгы мэзылъэхэр"
"лесной","-ая, -ое мэз, мэзым ехьэлIа; лесные ягоды мэз мэракIуэхэр; лесная промышленность мэз промышленность"
"лесонасаждение","с. II
1. мн. нет мэз гъэтIысыныгъэ, мэз хэсэныгъэ
2. мэз хьэсэхэр; полезащитные лесонасаждения гъавэ щIапIэ губгъуэхэр жьы дыджым щахъумэн мурадкIэ гъуэгубгъухэм щыхаса жыг зэмылIэужьыгъуэ"
"лестница","ж. I пкIэлъей; подниматься по лестнице пкIэлъейкIэ дэкIуеин; спускаться по лестнице пкIэлъейкIэ къехын"
"лестный","-ая, -ое
1. щытхъу зыхэлъ; лестный отзыв щытхъу хэлъу зыгуэр хужыIэн
2. гузэвэгъуэ къезыт щытхъу; лестное предложение гузэвэгъуэ къезыт щытхъу зыхэлъ Iуэхугъуэ"
"лета","тк. мн. илъэс; сколько тебе лет? илъэс дапщэ ухъурэ? ему пять лет ар илъэситху мэхъу; с детских лет зэрысабийрэ; в летах ныбжьыфI зиIэ; средних лет (о мужчине) лIыку; (о женщине) фызыку; во цвете лет и къару илъыгъуэу; на старости лет и жьыщхьэ"
"лететь","II (лечу, летишь) несов.
1. лъэтэн; лететь над морем тенджыз щIыIум щылъэтэн
2. перен. лъеин, жэн; лететь стрелой шабзэм хуэдэу лъеин
3. тк. 3 л. перен. псынщIэу кIуэн, блэжын; время летит зэманыр псынщIэу макIуэ"
"летний","-яя, -ее гъэмахуэ; летний отдых гъэмахуэ зыгъэпсэхугъуэ; летнее платье гъэмахуэ бостей"
"лето","с. II, мн. нет гъэмахуэ, жаркое лето гъэмахуэ хуабэ"
"летом","нареч. гъэмахуэм; летом пойдем в горы гъэмахуэм къуршым дыкIуэнщ"
"летучий","-ая, -ее
1. лъатэ зи хабзэ, къэзылъэтыхь; летучий песок пшахъуэ, жьым кърихьэкI пшахъуэ
2. кIуасэ; летучая жидкость кIуасэ зи хабзэ ткIуаткIуэ; летучая мышь дзыгъуэнэф"
"лечебный","-ая, -ое хущхъуэ, зыгъэхъуж; лечебные средства сымаджэм зэреIэзэ щIыкIэхэр"
"лечение","с. II еIэзэныгъэ, зэгъэIэзэныгъэ; лечение сном жейкIэ еIэзэныгъэ"
"лечить","II (лечу, лечишь), несов., кого-что еIэзэн; лечить больного сымаджэм еIэзэн"
"лечиться","II (лечусь, лечишься), несов. зэгъэIэзэн"
"лечь","I (лягу, ляжешь, лягут), сов.
1. гъуэлъын; лечь на траву удзым хэгъуэлъхьэн; лечь в постель пIэм гъуэлъыжын; дети уже легли сабийхэр гъуэлъыжакIэщ
2. тегъуэлъхьэн; на горы лег туман бгыхэм пшагъуэ тегъуэлъхьащ"
"лживый","-ая, -ое пцIы, нэпцI, пцIыупс; лживый человек цIыху пцIыупс; лживое заявление пцIы телъхъэу къэпсэлъэн"
"ли","1. частица вопр. пIэрэ и интонационный; придет ли он? ар къэкIуэну пIэрэ? не знаю, приду ли? сынэкIуэнуми сщIэркъым
2. союз разд. передается союз суффиксом ми: я ли, ты ли - все равно сэрами, уэрашг тIури зыщ; рано ли, поздно ли но приду пасэми хэкIуэтами сыкъэ кIуэнщ
◊ вряд ли, едва ли къыщIэкIынкъым, хъункъым; вряд ли он придет ар къэкIуэну къыщIэкIынкъым; едва ли это возможно ар хъуну къыщIэкIынкъым"
"ль","см. <<ли>>"
"либо","союз разд. е; либо сегодня, либо завтра е нобэ, е пщэдей"
"ливень","м. II (род. ливня) псыдзэ, уэшхышхуэ; хлынул ливень уэшхышхуэм къыщIидзащ"
"лизать","I (лижу, лижешь), несов., кого-что ебзеин, бзеин; лизать соль шыгъум ебзеин"
"ликвидация","ж. I, мн. нет гъэкIуэдыныгъэ; ликвидация неграмотности щIэныгъэншагъэр гъэкIуэдыныгъэ"
"ликвидировать","I, сов. и несов., кого-что гъэкIуэдын; ликвидировать неграмотность щIэныгъэншагъэр гъэкIуэдын"
"ликование","с. II, хуабжьу гуфIэныгъэ, гуфIэгъуэшхуэ"
"ликовать","I, несов. хуабжьу гуфIэн; народ ликует цIыхубэр икъукIэ мэгуфIэ"
"лилия","ж. I (бот.) аIуудз, удз гъэгъа лIэужьыгъуэ"
"лиловый","-ая, -ое хужь тхьэмбылыфэ; лиловое платье бостей тхьэмбылыфэ"
"лимонный","-ая, -ое лимон; лимонный сок лимоныпс; лимонный цвет лимоныфэ"
"линейка","ж. I
1. зэпрыдз; тетрадь в линейку тетрадь зэпрыдз
2. занщIэу; чертить по линейке занщIэу итхъэг
3. линейкэ; построиться в линейку линейкэу увын
4. линейкэ; пионерская линейка пионерскэ линейкэ"
"линза","ж. I линзэ (ину уэзыгъэлъагъу абдж); вогнутая линза линзэ гъэша"
"линия","ж. I
1. итхъа, прямая линия итхъа занщIэ; ломаная линия итхъа зэпыуда
2. гъуэгу; воздушная линия хьэуа гъуэгу; трамвайная линия трамвай гъуэгу
3. перен. линие; генеральная линия партии партым и генеральнэ линиер"
"линять","I, несов., тк. 3 л.
1. текIыжын; эта ткань линяет мы щэкIыр токIыж
2. цы пхъын, укъуеин; кошка линяет джэдум цы епхъ; змея линяет блэм и фэр зытрегъэж"
"липа","ж. I бзиху"
"липкий","-ая, -ое кIэрыпщIэгъуафIэ, зэкIэрыпщIэ; узэкIэрызышхэ; липкая грязь ятIэ бдзантхьэ"
"липнуть","I, несов. кIэрыпщIэн; грязь липнет к колесам ятIэр шэрхъым кIэропщIэ"
"липовый","-ая, -ое бзыху; липовая аллея бзиху сатыр гъэкIа"
"лиса","ж. I бажэ; хитрый как лиса бажэм хуэдэу хьилэшы"
"лисий","-ья, -ье бажэ; лисий мех бажафэ, лисьи повадки бажэ хьилагъэхэр"
"лист","м. II
1. (мн. листья, листьев) тхьэмпэ; зеленые листья деревьев жыгхэм я тхьэмпэ щхъуантIэхэр
2. (мн. листы, листов) лист бумаги тхылъымпIэ напэ"
"листва","ж. I, собир. тхьэмпэхэр, пщIащэхэр; молодая листва тхьэмпэ цIынэхэр"
"лиственный","-ая, -ое тхьэмпэ къызыпыкIэ; лиственное дерево тхьэмпэ къызыпыкIэ жыг; лиственный лес тхьэмпэ къызыпыкIэ жыг зыщIэт мэз"
"листовка","ж. I листовкэ; агитационная листовка агитационнэ листовкэ"
"литейный","-ая, -ое, тех. гъущI щагъэж; литейный цех гъущI щагъэж цех"
"литератор","м. II литератор"
"литература","ж. I литературэ; художественная литература художественнэ литературэ"
"литературный","-ая, -ое литературнэ; литературный кружок литературнэ кружок"
"лить","I (лью, льешь), несов.
1. что и без доп. текIэн, икIутын; лить воду на руки Iэм псы текIэн
2. что (тех.) гъэжын; лить пушки топхэр гъэжын; лить воду на чью-либо мельницу зыгуэрым дэIэпыкъун; лить слезы нэпс щIэгъэкIын"
"литься","I (льется), несов. тк. 3 л. къижын, жэн; вода льется псыр къижын; слезы льются нэпсыр къыщIож"
"лихорадочный","-ая, -ое
1. техьэгъуэ; лихорадочный больной техьэгъуэ къызытехьэ; лихорадочный бред техьэгъуэ Iуэщхъу
2. перен. пIащIэтхъытхъыу ялэжь, гужьеигъуэу, зэхэзежэу ягъэзащIэ; лихорадочная деятельность пIащIэтхъытхъыу ягъэзащIэ лэжьыгъэ"
"лицевой","-ая, -ое
1. нэкIу, напэ; лицевые мускулы нэкIу лыпцIэхэр
2. гупэ; лицевая сторона дома унэм и гупэ
3. дахапIэ; лицевая сторона материи щэкIым и дахапIэ"
"лицемерный","-ая, -ое фэкIэ зызьщI, бзнтIщхьитI; лицемерный человек цIыху бзитIшхьитI; лицемерная улыбка фэрыщI гуфIэкIэ"
"лицо","с. II
1. нэкIу, напэ, нэгу; черты лица нэкIум и теплъэ; знакомое лицо нэгу нэIуасэ
2. цIыху; отдельные лица цIыху щхьэхуэхэр
3. дахапIэ; погладить материю с лица щэкIым и дахапIэмкIэ гъэхулIэн
4. (грам.) щхьэ; изменение глагола по лицам глаголым щхьэкIэ зихъуэжыныгъэ; действующее лицо Iуэхум хэт; к лицу екIу; это платье ей к лицу мы бостейр абы йокIу; тебе не к лицу заниматься такими пустяками уэ апхуэдэ мыхьэнэншэхэм ухэтыну къокIуркъым; лицом к лицу шыщхьэ натIэу зэрихьэлIэн; от лица кого-л. зыгуэрым и цIэкIэ; на лице написано и нэгум къощ; лицом в грязь не ударить темыукIытыхьын; с лица земли стереть щIы шхьэфэм тегъэкъэбзыкIын, гъэкIуэдын, укIын; смотреть в лицо смерти (опасности) мышынэн, къэмыскIэн"
"личинка","ж. I хупс"
"лично","нареч. езыр и щхьэкIэ; явиться лично езыр и шхьэкIэ къэкIуэн; он лично проверил езым и щхьэкIэ къипщытащ"
"личность","ж. III цIыхум и шыфэлIыфэ, цIыхур зищIыс, цIыху щхьэхуэ; удостоверение личности цIыхур зищIысым щыхьэт техъуэ тхылъ; роль личности в истории историей цIыху щхьэхуэм щиIэ мыхьэнэр"
"личный","-ая, -ое
1. езым бгъэдэлъ, уней; это его личное дело ар абы и Iуэхужщ; личное имущество уней мылъку
2. (грам.) щхьэ зиIэ; личное местоимение щхьэ цIэпапщIэ"
"лишай","м. II дзэмыхэ"
"лишать","I, несов. к лишить"
"лишаться","I, несов. к лишиться"
"лишение","с. II къытехын, къеIыхын, имыIэж щIын, Iэмал емытын"
"лишить","II, сов., кого-что, кого-чего емытын, къытехын, къеIыхын, имыIэж щIын; лишить слова псалъэ емытын, мыгъэпсэлъэн; лишить прав хуитыныгъэхэр къеIыхын, имыIэж щIын; лишить покоя гупсэхугъуэ имыIэж щIын"
"лишиться","II, сов. кого-чего фIэкIуэдын; лишиться сна жейр фIэкIуэдын; лишиться зрения имылъагъуж хъун, нэр фIэкIуэдын; лишиться чувств зыри зыхимыщIэж хъун"
"лишний","-яя, -ее
1. лей; лишние деньги ахъшэ лей
2. лей, узыхуэмей, мыхьэнэншэ; лишние расходы мыхьэнэншэу гъэкIуэдын; лишние слова псалъэ лей; с лишним щIигъуу; сто рублей с лишним тумэнипщIым щIигъу"
"лишь","1. частица огранич. закъуэ, къудей, нэужь; лишь одного человека нет зы цIыху закъуэщ щымыIэр
2. союз врем. къудейр, ару; лишь взошло солнце, мы отправились в путь дыгъэр къызэрыщIэкIыххэу, дэ гъуэгу дытехьащ
3. частица в сочет. с «бы» дауэ хъуми, передается формой глагола сказуемого ми, тэмэ, гуэрт; лишь бы удалось мне уехать! дауэ хъумн сыкIуэжыну къызэхъулIащэрэт!"
"лоб","м. II (лба, о лбе, на лбу) натIэ; высокий лоб натIабгъуэ, натIэ лъагэ; в лоб бзыщI хэмылъу, зэIухауэ, еубыдылIауэ; спросить в лоб еубыдылIауэ еупщIын; у него на лбу написано абы фэуэ тетщ, абы и нэгум къощ"
"ловить","II (ловлю, ловишь), несов., кого-что, прям., перен. къэубыдын; ловить мяч топыр къэубыдын; ловить рыбу бдзэжьей къэубыдын; ловить момент зэман къыхэхын"
"ловкий","-ая, -ое
1. IэкIуэлъакIуэ; ловкий наездник шу IэкIуэлъакIуэ
2. хьилэшы, IэмалкIэ бзаджэ; ловкая проделка хьилагъэ зыхэлъ IуэхущIафэ"
"ловкость","ж. I, мн. нет IэкIуэлъэкIуагъ, Iэмал зыхэлъ бзаджагъ"
"ловля","ж. I къэубыдыныгъэ; ловля рыбы бдзэжьей къэубыдыныгъэ"
"ловушка","ж. I прям. перен. къапхъэн, гъэпцIагъэ, Iэрубыд щIыпIэ: попасть в ловушку Iэрубыд хъун"
"логарифм","м. II логарифм"
"логика","ж. I, логикэ
1. гупсысэныгъэм и хабзэхэмрэ абы и теплъэхэмрэ
2. и зэхэлъыкIэкIэ тэмэму, хабзэм къезэгъыу щытыныгъэ)"
"логический","-ая, -ое логическэ"
"логичный","-ая, -ое хабзэм, тэмэмым тет; логичный ответ жэуап тэмэм"
"лодка","ж. I кхъуафэжьей, лодкэ; моторная лодка мотор зытет кхъуафэжьей; подводная лодка псыщIагъ лодкэ"
"ложиться","II, несов. к лечь; когда ты ложишься? сыт щыгъуэ уэ ущыгъуэлъыжыр?"
"ложный","-ая, -ое
1. пцIы; ложный слух хъыбарыпцI
2. нэпцI; ложный стыд укIытэпцI"
"ложь","ж. III (род. лжи) мн. нет пцIы; уличить во лжи кого-л. зыгуэрым и пцIыр къыщIэгъэщын"
"лозунг","м. II
1. лозунг, къыхуеджэныгъэ; выдвинуть лозунг зыгуэрым къыхуеджэн (лозунг къахэлъхьэн)
2. къыхуеджэныгъэ зытет плакат, лозунг; повесить лозунги лозунгхэр фIэдзэн"
"локоть","м. II
1. IэфракIэ; согнуть руку в локте IэфракIэм деж Iэр къыщыгъэшын
2. (уст.) (кIыхьагъ пщалъэ) IэфракIэ; чувство локтя дэIыгъын, зэдэIэпыкъун"
"лом","Iм. II (инструмент) лом
II м. II, собир. къутахуэ; металлический лом гъущI къутахуэ"
"ломаный","-ая, -ое къута; ломаные вещи хьэпшып къутахэр; говорить на ломаном языке бзэ ныкъуэу псэлъэн"
"ломать","I, несов., что
1. къутэн; ветер ломает сучья жьым къудамэхэр екъутэ; ломать старый дом унэжьыр къутэн
2. гъэкIуэдын; ломать старые обычаи хабзэжьхэр гъэкIуэдын? ломать характер хьэлым зегъэхъуэжын; ломать голову щхьэр къутэн"
"ломаться","I, несов., тк. 3 л. къутэн; лед ломается мылыр мэкъутэ"
"ломоть","м. II (род. ломтя) бзыгъэ, Iыхьэ; ломоть хлеба щIакхъуэ бзыгъэ"
"лопата","ж. I бел, хьэнцэ"
"лопатка","ж. I
1. уменьш. к лопата
2. перен. блэгъу; положить на обе лопатки къытедзэн"
"лопнуть","I къэчэн, жын, зэгуэудьш, зэпыудын; стакан лопнул стэканыр къэчащ; канат лопнул кIапсэшхуэр зэпыудащ; волдырь лопнул псыбыбыр къэкъутащ; мое терпение лопнуло абы адэкIэ си тэмакъым техуэжыркъым"
"лосось","м. II аргъей"
"лось","м., II бжьо"
"лохматый","-ая, -ое бэлацэ; лохматая голова щхьэ бацэ, бэлацэ; лохматый пес хьэ бэлацэ"
"лошадиный","-ая, -ое шы; лошадиное ржание шы щыщ макъ; лошадиная сила (физ.) шы къару"
"лошадь","ж. III шы; верховая лошадь уанэш: запрягать лошадей шыхэр шIэщIэн"
"луг","м. II (предл. о луге, на лугу) хъупIэ, губгъуэ; зеленый луг губгъуэ щхъуантIэ"
"лужа","ж. I шэдыпс; на улице лужи уэрамым шэдыпсыр итщ; лужа на полу унэлъэгур шэдыпсщ; (перен.) сесть в лужу и Iуэху зэIыхьэн, хэуэн"
"лужайка","ж. I удзыпцIэ; лесная лужайка мэзым щIэт удзыпцIэ"
"лук","I м. II, мн. нет бжьын, зеленый лук бжьын цIынэ
II м. II шабзэкъу; лук и стрела шабзэкъумрэ шабзэмрэ"
"лукавый","-ая, -ое хьилэшы, бзаджэ; лукавый человек бзаджагъэ зыхэлъ цIыху, лукавый взгляд хьилагъэ зыхэплъагъуэ плъэкIэ"
"луковица","ж.
1. щхьэ; луковица тюльпана тюльпаным и щхьэ
2. (головка лука) бжьыныщхьэ"
"луна","ж. I
1. Мазэ
2. мазэ; полная мазэ из"
"лунка","ж. I кумб цIыкIу, гъуанэу пхыуда; лунка во льду мылым гъуанэу пхыуда"
"лунный","-ая, -ое мазэ, мазэгъуэ; лунное затмение мазэр иубыдыныгъэ; лунная ночь жэщ мазэгъуэ; лунный свет мазэ нэху"
"луч","м. II (род. луча) бзий, нур; солнечный луч дыгъэ бзий"
"лучистый","-ая, -ое прям. перен. нур къызыпих, нур къызыщIих: лучистый взгляд нур къызырих нэгу"
"лучший","-ая, -ее сравн. и превос. ст. к хороший; самый лучший нэхъыфI дыдэ"
"лыжи","мн. (род. лыж; ед. лыжа, ж. I) лыжэ; ходить на лыжах лыжэкIэ къэкIухьын"
"лысый","-ая, -ое
1. фэкъу, цы зытемытыж щхьэфэ, лысая голова щхьэфэкъу; лысый мужчина лIы щхьэфэкъу
2. перен. джафэ, къэкIыгъэ зытемыт; лысая гора бгы джафэ"
"львиный","-ая, -ое аслъэн; львиная грива аслъэн соку; львиная доля Iыхьэшхуэ, IыхьэфI"
"льготный","-ая, -ое зыгуэрыр нэхъ псынщIэ щызыщI, нэхъ езэгъырабгъу, нэхъ пуд; льготный билет билет нэхъ пуд"
"льдина","ж. I мыл къутахуэшхуэ, мыл къыр"
"льняной","-ая, -ое лон; льняное поле лон хьэсэ; лоныпкъэ"
"льстивый","-ая, -ое щытхъупцI зыхэлъ, IытхъупцI зыщI; льстивый человек цытхъупцI зыхэлъ цIыху"
"льстить","II (льщу, льстишь), несов.
1. кому и без доп. фэрыщIу, нэпцIу щытхъун
2. кому-чему гъэпцIагъэкIэ къыдэхьэхьш; это льстит мне сэ абы нэпцIу сыдехьэх; льстить себя надеждой гугъэ нэпцI щIын"
"любезность","ж. III гуапагъэ, гущIэгъу, щэныфIагъэ; оказать любезность гуапагъэ кIэлъызехьэн; не откажите в любезности уи гущIэгъум дыхомын"
"любезный","-ая, -ое гуапэ, бзэIэфI; любезный человек цIыху гуапэ; любезный ответ жэуап гуапэ"
"любимый","-ая, -ое фIыуэ ялъагъу; моя любимая книга сэ фIыуэ слъагъу тхылъ"
"любитель","м. II зыгуэр зыфIэфI, фIыуэ зылъагъу; любитель поговорить псэлъэн зыфIэфI; любитель музыки музыка фIыуэ зылъагъу"
"любить","II (люблю, любишь), несов., кого-что и с неопр. фIыуэ лъагъун, фIэфIын; любить родину хэкур фIыуэ лъагъун; любить охотиться щэкIуэн фIэфIын; цветы любят солнце удз гъэгъахэм дыгъэр яфIэфIщ"
"любоваться","I, несов., кем-чем дихьэхауэ еплъын, фIэфIу еплъын; любоваться восходом солнца дыгъэр къызэрыщIэкIым дихьэхауэ еплъын"
"любовь","ж. III (род. любви, тв. любовью), мн. нет фIылъагъуныгъэ, фIыуэ лъагъуныгъэ, дихьэхын; любовь к родине хэкум хуиIэ фIылъагъуныгъэ; любовь к искусству искусствэр фIыуэ лъагъуныгъэ; работать с любовью цихьэхыу лэжьэн"
"любознательность","ж. III, мн. нет гурыхуагъ, щIэныгъэм щIэкъуныгъэ"
"любознательный","-ая, -ое гурыхуэ, щIэныгъэм хущIэкъу; любознательный ребенок щIэныгъэм хуэгурыхуэ сабий"
"любой","-ая, -ое дэтхэнэри, сыт хуэдэри; любой из нас дэ тщыщ дэтхэнэ зыри; в любой час сыт хуэдэ сыхьэтми (сытым дежи); любой ценой сыт хуэдиз гугъуехь пымылъами"
"любопытный","-ая, -ое
1. егъэлеяуэ куэд зэзыгъэщIэну хэт, упщIэрей; любопытный человек егъэлеяуэ куэд зэзыгъэщIэну хэт цIыху
2. хьэлэмэт, гъэщIэгъуэн; любопытный случай Iуэхугъуэ гъэщIэгъуэн"
"любопытство","с. II, мн. нет куэд къэщIэным щIэхъуэпсын, дихьэхауэ щIэкъуныгъэ; смотреть с любопытством куэд къэщIэным хущIэкъуу еплъын"
"люди","мн. (людей, людям, людьми, о людях) (ед. человек, м. II) цIыху; люди разных стран къэрал зэмылIэужьыгъуэхэм я цIыху; молодые люди цIыху щIалэхэр
◊ на людях цIыхухэм ялъагъуу"
"людный","-ая, -ое цIыху щыкуэд, цIыху кIуапIэ; людное место цIыху кIуапIэ, цIыху щыкуэд щIыпIэ"
"лютый","-ая, -ое
1. Iэл, гущIэгъуншэ, лъынф; лютый зверь псэущхьэ Iэл; лютый враг бий гущIэгъуншэ
2. перен. гуащIэ, ткIий: лютый мороз щIыIэ ткIий"
"лягаться","I, несов., тк. 3 л. лъакъуэкIэ зэпхыун; лошадь лягается шыр зэпхоу"
"лязг","м. II, мн. нет зу макъ, дзыргъ макъ, лязг цепей цепь дзыргъ макъ"
"магистраль","ж. III магистраль, гъуэгу нэхъыщхьэ; железнодорожная магистраль гъущI гъуэгу магистраль"
"магнит","м. II мэлъхъэдис"
"магнитный","-ая, -ое мэлъхъэдис; магнитная стрелка компаса къаблэмэм и мэлъхъэдис стрелкэ"
"мазать","I (мажу, мажешь), несов., кого-что
1. щыхуэн, тецIэлъын; мазать хлеб маслом щIакхъуэм тхъу щыхуэн, тецIэлъын; мазать стены краской блыным лэч щыхуэн
2. (разг.) уфIеин, уцIэпIын; мазать грязными руками скатерть Iэ фIеймкIэ стIолтепхъуэр уцIэпIын"
"мазь","ж. III щыхуэ, шыхуэн; глазная мазь нэщыхуэ"
"май","м. II май; Первое мая Майм и зым"
"майский","-ая, -ое май; майский день май махуэ; майский жук щыкIыфIым зи пкъыр цIу цIыв гъуабжэ"
"мак","м. II
1. (растение и цветок) Iущхьэ
2. собир. Iущхьэ жылэ; пирог с маком Iущхьэ жылэ зыдэлъ дэлэн"
"макать","I, несов., что, во что хэгъэуэн; макать перо в чернила перор шакъэм хэгъэуэн"
"максимальный","-ая, -ое щыIэикIэ хъум и нэхъыбэ дыдэ; максимальный заработок улахуэ нэхъыбэ дыдэ"
"максимум","м. II
1. нэхъыбэ дыдэ, нэхъ ин дыдэ; приложить максимум усилий хузэфIэкIыну псори ехьэлIэн
2. в знач. нареч. это стоит максимум десять рублей нэхъыбэ дыдэу тумэнщ ар зи уасэр"
"макушка","ж. I
1. щхьэкIэ; макушка дерева жыг щхьэкIэ
2. щхьэгцыгу; шапка на макушке пыIэр щхьэщыгум тегъэсащ
◊ у него ушки на макушке ар дзыхьмыщIу зэгцIодэIукI"
