template,freq
*ныгъэу,29
къ*уащ,29
къ*хьэрт,29
сыкъилъ*,29
игъэщI*,29
къытлъ*,29
къ*ыфын,29
къ*жьауэ,29
къыщIэлъ*,29
*хуэмрэ,29
къ*хьыр,29
къ*дзэ,29
къ*лIащ,29
щI*эу,29
щIэхъу*,29
сыкъ*т,29
ягъэлъ*,29
къ*лъэу,29
*хьхэм,29
Ша*,29
схузэ*,29
къы*хъу,29
зыд*,29
Зыхуэ*,29
и*эри,29
ящы*,29
лъагъу*,29
сыкъри*,29
КIуэ*,29
къы*хар,29
зэщы*,29
*хъа,29
*хьэнщи,29
*щIэжащ,29
*увауэ,29
дэплъ*,29
Нэхъы*,29
къадэ*,29
*эфащ,29
къ*хьын,29
къ*хъуа,29
къулыкъу*,29
зихъу*,29
къ*хыр,29
къа*эу,29
укIу*,29
бжьы*,29
лъ*хэм,29
къыс*…,29
къес*,29
ягъэтI*,29
къелъ*,29
къулыкъущI*,29
иригъэкIу*,29
тепсэлъ*,29
щимы*,28
*щэ,28
дегъэ*,28
Щы*ым,28
сыкъы*ри,28
зэ*м,28
къа*ар,28
къыдэзы*,28
зыхуэмы*,28
*еймрэ,28
*нымрэ,28
*лIыр,28
*уэр,28
*жьей,28
*хут,28
*ибл,28
*ми…,28
*ыщIэм,28
*хъуэрт,28
*ыныгъэ,28
*сми,28
*смэ,28
*ыщэу,28
п*хэм,28
*рри,28
*рхэм,28
Ал*,28
нэкIу*,28
илъэси*,28
Дызы*,28
Iэ*хэр,28
мы*хэм,28
къа*ми,28
Сы*ащ,28
у*акъым,28
я*ауэ,28
дахуэ*,28
хуэд*,28
къы*кIыну,28
къы*хуу,28
*хынщ,28
къе*къым,28
щыу*,28
цы*,28
къы*хьу,28
нэ*ым,28
ды*м,28
*унщ,28
*хьынущ,28
Сы*эу,28
у*уэ,28
къы*кIуэ,28
къыдэмы*,28
К*,28
*уш,28
Ка*,28
зда*,28
къыщыхуэ*,28
сыкъыщIэ*,28
ура*,28
*хьэжмэ,28
*ыжт,28
*агъэнт,28
зэды*,28
зыхуагъэ*,28
Ку*,28
т*м,28
имыщI*,28
ФIы*,28
къыщри*,28
къеу*,28
къыщIэмы*,28
сы*эж,28
иримыгъэ*,28
Л*,28
*энымрэ,28
*фIэщ,28
*эгъуэ,28
*эжт,28
*эхъу,28
*эд,28
*энурэ,28
*Iур,28
*дат,28
*сакъым,28
*атэм,28
*щIыхь,28
*схьа,28
*ат…,28
*элIащ,28
*тхэр,28
*лъат,28
*схэм,28
*лъурэ,28
*эгъуат,28
*эдар,28
къ*агъэнщ,28
тIэщI*,28
тхузэфI*,28
зэрызэфI*,28
къ*ыфу,28
сыгу*,28
къ*жьащ,28
иращI*,28
тхъу*,28
зэлъ*,28
къыщIыхь*,28
халъ*,28
къ*хьэж,28
къызэрыз*,28
жьа*,28
Гъа*,28
*нэн,28
щызэри*,28
щыкъу*,28
лъэры*,28
гуфIэ*,28
къызэрагъэ*,28
къай*,28
бы*,28
кIэра*,28
Iэ*щ,28
якIэлъы*,28
ящхьэ*,28
*элIауэ,28
*щIыркъым,28
*эфа,28
къ*кIуа,28
укъ*ри,28
зэрыщ*,28
щ*къым,28
жысIэ*,28
*ыфа,28
къы*щIам,28
къ*там,28
т*рэ,28
тха*,28
п*р,28
мып*,28
зы*кIэ,28
пIа*,28
щIэуп*,28
къэтлъ*,28
игъэлъ*,28
срихь*,28
*щт,27
ущы*кIэ,27
къыщы*ам,27
сы*ати,27
е*ащ,27
зэ*ат,27
къебгъэ*,27
*хьэжым,27
*лъэIу,27
*пауэ,27
Урыс*,27
*мыгъэкIыу,27
*кIухь,27
*плъыхь,27
*убыда,27
*лэу,27
*кIуи,27
*их,27
*хьэжыр,27
лъапI*,27
фIэ*у,27
бгъэ*у,27
*кIэри,27
сы*акъым,27
*жьрэ,27
хэ*у,27
зы*ну,27
зыще*,27
зэра*м,27
мы*рэ,27
дыздэ*,27
къыхуе*,27
къи*щ,27
те*щ,27
сригъэ*,27
у*нкIэ,27
с*ыр,27
къ*нкIи,27
ст*,27
къ*ыжат,27
къы*хэми,27
ху*ми,27
*фауэ,27
*лъагъумэ,27
сы*эн,27
*уж,27
фы*ащ,27
зэрызгъэ*,27
щIэ*и,27
*ахэрщ,27
Ира*,27
къыщымы*,27
Ж*,27
къыт*ауэ,27
зэрыфIэ*,27
*псу,27
къ*ри…,27
*Iэну,27
*лъадэри,27
ирит*,27
зэш*,27
Iы*,27
хуи*къым,27
тедгъэ*,27
яхи*,27
сабии*,27
зэрыза*,27
зэрыди*,27
кIэри*,27
*пIэми,27
*фIэну,27
*салъэу,27
*еймэ,27
*зар,27
*пщIу,27
*элъ,27
*экIрэ,27
*эфыр,27
*жьакъым,27
*тат,27
*щIэжыну,27
*эса,27
*апIэм,27
*атэри,27
*зам,27
*Iэу,27
*лъыжу,27
къ*ыфыну,27
къ*ыф,27
къ*нар,27
къ*жат,27
щалъ*,27
маз*,27
сыщI*у,27
къызыщI*,27
къыхущI*,27
къ*лъа,27
зыкъу*,27
щыфI*,27
ху*экъым,27
щIэпхъу*,27
сыщ*,27
Ра*,27
зэкIэлъы*,27
къы*хуащ,27
теу*,27
*хужын,27
къыщыд*,27
ва*,27
хьэ*ым,27
у*эщ,27
узгъэ*,27
щыщIи*,27
хуэзгъэ*,27
жыг*,27
текIуэ*,27
Сху*,27
зы*эж,27
шуу*,27
*ыкIыурэ,27
къ*сащ,27
маху*,27
зыщ*,27
*ыхьырт,27
зэкIэщI*,27
къ*нукъым,27
игъэгу*,27
бгы*,27
къызэхуэ*,27
*хуахэм,27
къыщIигъэ*,27
зы*эн,27
*щар,27
къ*ынум,27
*ыхьыну,27
къыщагъэ*,27
къекIуэ*,27
Еп*,27
шып*,27
п*ыр,27
кIэлъып*,27
деп*,27
лъэ*хэр,27
къыс*ым,27
къы*эурэ,27
къ*хьакъым,27
бгъэдыхь*,27
игъэкIу*,27
дыпэ*,27
Жа*,26
къы*эми,26
сху*къым,26
Къыхуэ*,26
къыщы*ащ,26
те*у,26
*гум,26
*гур,26
*ли,26
*ыпэ,26
*нэщ,26
*бэм,26
*тхэ,26
*щщ,26
*скэ,26
*лъыхъуэ,26
*гъанэу,26
*хъуэурэ,26
*итху,26
*и…,26
*жамэ,26
*джэж,26
укъызэры*,26
*уду,26
зэры*ырщ,26
пэж*,26
Гъуэгу*,26
у*щи,26
нэры*,26
*жынкIэ,26
*фыртэкъым,26
къри*ри,26
Жан*,26
Iэ*ым,26
*пэми,26
сы*уэ,26
*щи…,26
УщIэ*,26
къыв*,26
хэ*щ,26
мы*щ,26
Зы*ри,26
зре*,26
зыди*,26
ира*къым,26
щы*ауэ,26
*хрэ,26
*агъри,26
с*мэ,26
*ыурэ,26
щ*р,26
*ыжынур,26
*ыркъэ,26
яп*,26
*ухэр,26
къиху*,26
щызэфIэ*,26
У*р,26
Сы*р,26
*щIыным,26
къыщы*а,26
къы*ыныр,26
*гъуэхэм,26
къы*ынкIэ,26
ды*ху,26
къы*нум,26
*дзэж,26
Хи*,26
хабзэ*,26
класс*,26
шу*,26
щIэ*т,26
*ыкIат,26
*Iами,26
У*рэ,26
къы*на,26
къы*ыкIа,26
укъы*мэ,26
у*ами,26
зэрыра*,26
фы*къым,26
щызэте*,26
къур*,26
къыто*,26
Уху*,26
у*лъэ,26
захуэ*,26
*б,26
*нат,26
зыкърагъэ*,26
къахуэ*ым,26
*зэр,26
*нхэр,26
*кIари,26
*ла,26
*ытэ,26
*еиж,26
*гушхуэ,26
*лъэми,26
*Iар,26
*эжи,26
*агъуми,26
*элъыр,26
*мыкI,26
*эс,26
*лъами,26
*кIуатэ,26
*щIэным,26
*ыхьауэ,26
фI*ри,26
улъ*,26
къ*уващ,26
сыкъалъ*,26
дызэху*,26
къыпэщI*,26
къыщI*ащ,26
зэгу*,26
къ*хъуар,26
къ*хуну,26
т*ми,26
лъ*рэ,26
лъ*и,26
къытхуэ*ым,26
укъысхуэ*,26
пэлъ*,26
къ*хьами,26
ЗыщI*,26
зымыгъэ*,26
къы*уи,26
КъыщIэ*,26
сыкъызэры*,26
си*къым,26
*дри,26
у*эми,26
Що*,26
щIыхуэ*,26
къахуэ*къым,26
къы*ыкI,26
къыщхьэщы*,26
Iэ*ри,26
тIысы*,26
Апхуэ*,26
СфIэ*,26
*лIэурэ,26
*ыхьурэ,26
къ*хури,26
*элIэ,26
щIэгъэ*,26
елэ*,26
удзы*,26
якъу*,26
екIуэ*,26
нэп*,26
къэпсэ*,26
сыкIэлъ*,26
къыщI*…,26
зэкIэлъ*,26
къ*ыкI,26
къ*ыкIа,26
нэхъыфI*,26
ялъагъ*,26
пхузэ*,26
*схьэу,26
лъ*ми,26
къ*щIым,26
илъ*ым,26
хь*ри,26
укъ*ар,26
СфI*,26
со*ри,25
щы*ам,25
зэры*рщ,25
*ыкIыр,25
*пцIэ,25
*пщIэр,25
*акIуэу,25
*ием,25
*плъри,25
*эжьыр,25
*къэ-тIэ,25
*агъэнкIи,25
*къыу,25
*ау,25
*лIхэм,25
мащI*,25
псынщI*,25
*ыпIэ,25
*ыпIэм,25
ури*у,25
дыгъэ*,25
сы*амэ,25
Псэ*,25
бо*,25
узэры*р,25
*шхуэкIэ,25
мы*хэр,25
*щIэхэмрэ,25
У*а,25
я*ырт,25
и*м,25
сри*щ,25
ури*щ,25
ед*,25
тез*,25
къы*хри,25
къыщ*кIэ,25
*нтэкъым,25
г*,25
У*ми,25
зыху*р,25
къы*хэмрэ,25
*жми,25
зы*ж,25
*жьырт,25
къы*жырт,25
Сы*а,25
ды*ыр,25
щIы*эр,25
*кIуакъым,25
ды*ти,25
у*ынур,25
ды*н,25
къы*мкIэ,25
Къы*э,25
къы*нэ,25
къыддэ*,25
*хъуи,25
щ*а,25
игъэ*т,25
сы*ами,25
къытхэ*,25
ящIэ*,25
гущIэгъу*,25
къы*дзэ,25
сы*къэ,25
демы*,25
*лъагъуэу,25
*щIыкIа,25
къып*щ,25
Т*у,25
п*м,25
ехь*,25
*щIэнт,25
у*энщ,25
къыпщIэ*,25
*хъэм,25
*этын,25
сыху*къым,25
къы*эжри,25
са*э,25
*пIэкIэ,25
къыхуи*ым,25
къызэщIи*,25
*хуитIым,25
*лу,25
*хькIэ,25
*ркъэ,25
*гъуэрт,25
*щыт,25
*хьыжри,25
*ыса,25
*хъуж,25
*хужу,25
*жами,25
*лIэркъым,25
*лъхуам,25
*эщIа,25
*увэну,25
*жьами,25
къ*ыжынщ,25
лъэныкъу*,25
лъ*кIэ,25
къыпху*къым,25
узыщI*,25
къ*лъу,25
фI*т,25
щилъ*,25
дилъ*,25
зэхэлъ*,25
къ*щIэр,25
къ*хуат,25
Бжь*,25
дыкъу*,25
нэщ*,25
дызэдэ*,25
трилъ*,25
Псалъ*,25
къыщI*т,25
къ*лъыр,25
здыщI*,25
узыху*,25
къытфI*,25
къы*жу,25
щIэ*эр,25
къэ*эу,25
*ысхьэ,25
*ысхьа,25
уди*,25
*гъэкIын,25
зэремы*,25
лы*,25
со*э,25
*ысащ,25
*Iури,25
жиIэ*,25
Къыпхуэ*,25
пщIэ*,25
уа*ым,25
къыщыдэ*,25
Тхы*,25
укъе*,25
*агъуж,25
укъы*рэ,25
Дыкъы*,25
*жьэнщ,25
къы*эжын,25
къы*эжа,25
къы*лъащ,25
къыщI*э,25
*ыжынт,25
къ*экIри,25
нэпс*,25
дыкъ*къым,25
щ*и,25
къэгу*,25
*экIэм,25
сыкъы*ар,25
зэраху*,25
къ*Iауэ,25
укъ*ауэ,25
къыс*а,25
щеп*,25
Пса*,25
къызэхи*,25
*эри…,25
къы*щIу,25
ефI*,25
псын*,25
нэгъуэ*,25
къ*шащ,25
щI*ам,25
тхакIу*,25
дыкIу*,25
лэжьакIу*,25
*схьэ,25
*жи,24
*гъэу,24
с*ащ,24
къыщы*ри,24
Нэ*у,24
да*ым,24
зэри*ым,24
*лъэкIэ,24
Пы*,24
*мэт,24
*анэм,24
*анэр,24
*шэкI,24
*хуахэр,24
*ипщI,24
*гъэзэж,24
*упщI,24
*ищэм,24
*джащ,24
*тIа,24
*ыпхъэ,24
*ныкъуэу,24
*рхэр,24
сыщы*ым,24
мэзы*,24
са*щ,24
щхьэ*у,24
щи*кIэ,24
сымыгъэ*,24
б*у,24
къыщы*и,24
зэро*,24
дыкъе*,24
д*ым,24
гу*щ,24
не*,24
В*,24
щы*рэ,24
*ейрэ,24
къ*жыркъым,24
укъысху*,24
зэры*амкIэ,24
*пхъэу,24
къыщIы*р,24
*унущ,24
Сы*ми,24
*тами,24
Ды*ым,24
ху*…,24
*ынурэ,24
дэ*къым,24
*гъуей,24
*гъуафIэ,24
къы*атэмэ,24
къызэры*эр,24
зэде*,24
У*кIэ,24
Джэ*,24
э*,24
хуэ*р,24
е*рэ,24
У*ри,24
щIэныгъэ*,24
иро*,24
*итIу,24
*щакъым,24
*эгъухэм,24
къакIэ*,24
къыскIэ*,24
*Iэбэ,24
*дзэну,24
зэрыхуи*,24
*Iым,24
къы*хьэж,24
Iэ*хэм,24
Къэп*,24
Iуигъэ*,24
зыужь*,24
уимы*,24
елъэ*,24
Зэра*,24
укъы*а,24
*хухэр,24
*лъыхьу,24
Iуры*,24
сыкIэлъы*,24
*энкIи,24
*кIахэм,24
*щIхэр,24
*зэри,24
*щытым,24
*апсэу,24
*ыхъуэр,24
*элIар,24
*элIэн,24
*фи,24
*оплъ,24
*агъунщ,24
*хуркъым,24
*ыхъуэу,24
*эщIащ,24
*эIуу,24
*щIэкI,24
*плIыр,24
*тIыпщ,24
*эхэщ,24
*хъунур,24
*эжынт,24
*хъыу,24
къ*хьэмэ,24
зыху*ри,24
къыху*т,24
къ*нэри,24
щI*жащ,24
къ*хэрт,24
фI*къым,24
ухъу*,24
къыщI*ауэ,24
зэрыкIу*,24
къ*лIауэ,24
т*кIэ,24
къ*кIуэу,24
къ*жьэ,24
къохъу*,24
къ*тэм,24
къ*щIэну,24
лъ*т,24
мыу*,24
Сыкъ*ри,24
еджэ*,24
къы*нут,24
къи*э,24
Iэ*э,24
Ро*,24
*тIащ,24
къытригъэ*,24
къэ*ху,24
Бо*,24
бзэ*,24
къа*…,24
димы*,24
бла*,24
хури*,24
щы*эу,24
къыщы*эм,24
пщIы*,24
къыпхуэ*ым,24
*эхыу,24
къы*-,24
къызэремы*,24
къыщыщIи*,24
*элIэу,24
*жьамэ,24
*кIмэ,24
пхуэ*ым,24
къ*экIэ,24
къыт*а,24
къ*ыжар,24
къы*эхэм,24
сы*эр,24
къыгуэ*,24
*эгъащ,24
*щ-*ри,24
къэпI*,24
дэт*,24
щызэха*,24
къыщIэп*,24
сыкIэ*,24
ап*,24
къы*щIыр,24
къилъы*,24
сеплъ*,24
къытпэ*,24
дыкъ*ар,24
щыгуфI*,24
щыплъ*,24
къыщилъ*,24
къыдыхь*,24
зехь*,24
лъ*э,24
хъум*,24
къ*эжырт,24
къ*эжыр,24
къ*эжам,24
игъэхь*,24
къы*ащ…,23
къы*эртэкъым,23
Къызо*,23
пэ*у,23
*итIкIэ,23
къигъэ*у,23
*къум,23
*ракъэ,23
*ншагъэм,23
*бзэщ,23
*бзэм,23
*акIуэр,23
*алъэ,23
*акIуэхэм,23
*гъасэ,23
*ыбзэкIэ,23
*лъэф,23
*такъым,23
*ыжьхэм,23
*ужь,23
*ышхуэу,23
*жкъым,23
*гъуащ,23
*чащ,23
плI*,23
я*хэм,23
*фIкIэ,23
И*у,23
О*,23
зы*ыжу,23
ш*,23
за*ри,23
*ащэ,23
ез*,23
къи*ри,23
дыщы*ым,23
и*ат,23
зылъы*,23
я*ыр,23
дэ*т,23
сегъэ*,23
къы*хьэн,23
*щI…,23
*пIащIэ,23
*лъхьэж,23
*ыпауэ,23
сы*н,23
щ*т,23
*цIэр,23
*рейт,23
къы*мрэ,23
кIуэды*,23
*уурэ,23
къы*ымкIэ,23
*ыфырт,23
*пщIар,23
фы*и,23
Су*,23
къу*ри,23
зы*ыж,23
сыкъыщи*,23
уна*,23
дыщIы*,23
къ*жынущ,23
щIэ*рэ,23
*Iуэщ,23
дыкъ*щ,23
щхьэ*ри,23
*Iэн,23
къызэрыри*,23
къигъэ*къым,23
*ауэщ,23
*сами,23
тху*къым,23
зыхуэ*р,23
къы*хым,23
зэры*ауэ,23
мыгъуэ*,23
пэш*,23
пащтыхь*,23
нэс*,23
роман*,23
*щIыкIыр,23
махуэ*,23
лъэ*ым,23
щыхуа*,23
*мыхыу,23
иригъэ*къым,23
къыскIэлъы*,23
Ц*,23
узэри*,23
*пIэхэри,23
*хухэм,23
*хъукIэ,23
и*къэ,23
*хъуэрэ,23
*экIэр,23
*дэр,23
*вэн,23
*ытэр,23
*ащIэу,23
*эгъуэр,23
*ыхуа,23
*хъащ,23
*лъей,23
*лIэжащ,23
*схьэну,23
*ыхьар,23
*арат,23
*пIэт,23
*тэжащ,23
*лъэкIыу,23
*кIуэурэ,23
*хуащи,23
*уэри,23
*эм…,23
*щIыхьащ,23
*тмэ,23
*кIуат,23
*дзар,23
*лъкъым,23
*лIэнущ,23
*хьэлIа,23
*эзыр,23
*дакъым,23
*агъуэм,23
къысху*ри,23
илъ*къым,23
сыкъ*урэ,23
къ*хъуэри,23
къ*хъуэу,23
зэрыщI*р,23
къыскIэлъ*,23
хыфI*,23
къыдэлъ*,23
къ*лIэу,23
зэрыцI*,23
Ли*,23
къ*хым,23
Сыхуэ*,23
Ухуэ*,23
къ*лъхьащ,23
зыгъэлъ*,23
къ*къым…,23
къ*хьэжащ,23
къ*хьэрэ,23
нэщI*,23
ГуфI*,23
у*экIэ,23
дызэрызэ*,23
къы*хэу,23
гу*хэр,23
къы*лъэу,23
чы*,23
къэ*хэри,23
зэрызэхуэ*,23
уздэ*,23
*хуурэ,23
сыкъы*ым,23
къы*эным,23
дза*,23
яхуэз*,23
нэ*ри,23
*щын,23
зэкъуэ*,23
къы*та,23
*агъуэрт,23
къы*ращ,23
зэщIо*,23
яху*ри,23
*ытэу,23
у*хь,23
*хьарэ,23
къыхуагъэ*,23
къ*кIым,23
къ*экIыр,23
къ*лIар,23
*экIми,23
къакIэлъ*,23
илэ*,23
къы*экI,23
*увам,23
*эдэну,23
къы*кIам,23
къы*энщ,23
сыбдэ*,23
уэс*,23
къ*у…,23
къыхигъэ*,23
къет*,23
сы*хьащ,23
ирип*,23
епсэ*,23
гухэ*,23
зэрыпэ*,23
лъэ*у,23
уIу*,23
къа*урэ,23
дэIэпыкъу*,23
къыщыкъу*,23
къып*э,23
къыс*эу,23
зэ*эри,23
тегуш*,23
ужьы*,23
Ап*,23
сызэрып*,23
къыт*ым,23
*схьауэ,23
къ*шар,23
къ*ахэми,23
илI*,23
цI*щ,23
иутI*,23
щыслъ*,23
сыкъ*ам,23
мыхь*,23
къ*энт,23
*схьэжащ,23
зэрызы*,23
*3,22
къа*ырт,22
*хэрэ,22
зэри*р,22
*шхуэмрэ,22
*гъэм,22
*хъан,22
*бэу,22
*нэху,22
*акIуэм,22
*лажьэр,22
*кIуэнщ,22
*щхь,22
*жынкъым,22
*мыту,22
*сэу,22
*хьэкI,22
*ыхур,22
*даIуэ,22
*жьэми,22
хъу*ым,22
*гъуэми,22
пащI*,22
бгъу*,22
*цэм,22
игъэ*рт,22
дызэ*щ,22
зэры*щи,22
къа*м,22
уакъы*,22
*нэхэр,22
Мы*у,22
и*ырт,22
Яхуэ*,22
д*у,22
зыщигъэ*,22
зэхэзы*,22
сыфхуэ*,22
ирамы*,22
зы*хэри,22
укъэзы*,22
дывгъэ*,22
*ическэ,22
*жьхэмрэ,22
Аб*,22
*ц,22
*сэну,22
зы*хь,22
зы*щI,22
*ынущи,22
де*къым,22
Сыбгъэ*,22
къ*хэщ,22
Къ*,22
къысху*у,22
къ*щIэн,22
С*щ,22
Р*,22
щ*рэ,22
къыт*т,22
У*ыр,22
ща*м,22
ху*мэ,22
зиIэ*,22
хьэ*м,22
*щIыжри,22
*гушхуэу,22
къыху*ащ,22
дыхэ*,22
зэры*а,22
*джыр,22
*джэн,22
къы*энкIэ,22
*убыдэ,22
*чри,22
къывэ*,22
щI*ари,22
дэз*,22
зыкъэ*,22
къысфIэ*,22
у*ат,22
мы*т,22
къы*кIырт,22
сыкъы*щ,22
ты*,22
зыкIэ*,22
*тамэ,22
*плъауэ,22
адыг*,22
къыс*рт,22
хуэ*мэ,22
А*щ,22
ка*,22
Сы*и,22
къи*…,22
къыс*р,22
фыкъыс*,22
гъуэлъ*,22
зэман*,22
8*,22
щызыгъэ*,22
*удри,22
*этщ,22
*этауэ,22
*эдэж,22
къыщы*э,22
къэ*экъым,22
*ысхьауэ,22
*ысхьэжащ,22
къыс*ми,22
щамы*,22
къыхуэзы*,22
къыщыте*,22
къыхэмы*,22
*тIымкIэ,22
*лъкIэ,22
*эпс,22
*гъуэкIэ,22
*лIэж,22
*ува,22
*тIысхьа,22
*экIыркъым,22
*дэу,22
*лъхьэжащ,22
*хьыркъым,22
*апсэ,22
*плъым,22
*эгъуамэ,22
*экIами,22
*экIакъым,22
*а-,22
*къуну,22
*атэу,22
къ*ырщ,22
щытI*,22
имылъ*,22
услъ*,22
укъ*щ,22
лъ*…,22
къыщI*щ,22
щI*н,22
къу*къым,22
къ*хъуу,22
къытелъ*,22
къ*кIыркъым,22
Блэ*,22
къыщI*и,22
къ*лъхьа,22
лъэщI*,22
щIалъ*,22
къ*жым,22
хъы*,22
къо*э,22
*ысхьэу,22
къы*лъхьэ,22
зэрыщIи*,22
къыдэ*ым,22
къэ*ыну,22
ябгъэдэ*,22
щэху*,22
мы*э,22
мы*эу,22
дыщызэхуэ*,22
ятри*,22
се*ым,22
Емы*,22
*щIэхэри,22
къызэдэ*,22
щхьэусы*,22
пща*,22
лIэ*,22
дре*,22
ящи*,22
зэблэ*,22
зэры*энур,22
зэбгры*,22
уэр*,22
*сыжащ,22
къы*жыр,22
къы*лъа,22
къы*щIауэ,22
къ*кIуэну,22
ущI*у,22
къызд*,22
къ*хукIэ,22
къолъ*,22
сызыщI*,22
губ*,22
лъэпкъы*,22
тхыгъэ*,22
къы*с,22
къы*хуам,22
Зы*э,22
у*энур,22
у*хьа,22
хузэфIэ*,22
*кIыжу,22
къы*там,22
зы*ам,22
*пщIауэ,22
къы*кIын,22
*ыкIыну,22
къ*ыфынущ,22
къал*,22
къ*хум,22
хь*м,22
къ*сар,22
нэгъуэщI*,22
ды*эри,22
лъэны*,22
Фэ*,22
къыте*ым,22
къытщхьэ*,22
къ*ыкIащ,22
къэтщ*,22
къ*кIуэр,22
къ*кIуар,22
хь*ым,22
щхь*хэм,22
ДыщI*,22
иригъэлъ*,22
усакIу*,22
фIэкIу*,22
етхь*,22
Iуащхь*,22
къ*хуэр,22
къ*эфын,22
къ*эжар,22
*2,21
дыщи*,21
е*рт,21
игъэ*рэ,21
ири*ри,21
яхуэс*,21
с*ауэ,21
гу*ри,21
*ышхуи,21
Зигъэ*,21
къытхуэ*къым,21
*ов,21
*еи,21
*шхуэми,21
*ай,21
*нми,21
*гъым,21
*гуфIыкI,21
*гъэзащ,21
*ыпс,21
*ех,21
*гъазэри,21
*гъанэри,21
–*,21
*хукIи,21
*щIэкIыу,21
*ыпщ,21
*итIи,21
*къхэм,21
*гъэув,21
*къутэ,21
*зыру,21
*хужауэ,21
куу*,21
гъэщIэгъуэн*,21
хищI*,21
ны*у,21
къа*хэм,21
Зэры*р,21
*нэхэм,21
*гъуи,21
тхуэ*къым,21
имы*у,21
фыщы*,21
сыкъэзы*,21
къа*кIэ,21
дынэ*,21
пхуэз*,21
джы*,21
е*ми,21
*щIарэ,21
*кIуэд,21
щ*ми,21
сыщI*ри,21
Сыкъ*у,21
зэры*т,21
ху*ауэ,21
ху*ырт,21
*дзри,21
*псэху,21
*щIагъуэ,21
ды*ат,21
*цIыхуну,21
*джэну,21
зэ*хэри,21
щ*ащ,21
*уар,21
е*ауэ,21
Чэ*,21
сыща*,21
зэфIи*,21
зэзы*,21
къаруу*,21
т*р,21
*лажьэу,21
*кIэми,21
зы*…,21
схуи*,21
къэ*ам,21
*щэщ,21
*кIынкъым,21
*дэж,21
къыщIы*ри,21
ша*,21
фо*,21
ф*ым,21
къэщI*,21
унэтI*,21
селъ*,21
*шхащ,21
*щIыныр,21
*лъэгъуакъым,21
7*,21
къы*хауэ,21
къызэрыра*,21
къримы*,21
къахуэмы*,21
Т*э,21
сыщIи*,21
*плъар,21
*этыну,21
щIэ*э,21
джэд*,21
Хы*,21
*хъурт,21
къыщIагъэ*,21
къэзымы*,21
*дрэ,21
*хъуамэ,21
*зат,21
*экIыж,21
*фIащ,21
*фIэрт,21
*ыхуащ,21
*энкъэ,21
*жьэжащ,21
*этым,21
*Iащ,21
*эныгъэр,21
*сахэм,21
*щIахэр,21
*ркъыми,21
*алIэ,21
*лъэкIри,21
*салъэм,21
*пщIыр,21
*блэ,21
*ысу,21
*хъужу,21
*лIакъым,21
*хъуакъым,21
*лэжьа,21
*лIэрэ,21
*нэж,21
*кIуэнущ,21
*хунущ,21
*шакъым,21
*лъхуар,21
*уам,21
*кэмрэ,21
*кэри,21
*эIури,21
*агъурт,21
*экIынукъым,21
*пщIыну,21
*щIынукъым,21
*жащи,21
*ки,21
*чым,21
*дахэм,21
*агъурэ,21
*хьэмрэ,21
*адэм,21
*хьэху,21
зыху*у,21
къ*нащ,21
къ*жынщ,21
ятI*,21
къагъэлъ*,21
щI*хэри,21
хуэм*,21
бэлыхь*,21
къыщI*мэ,21
зэщI*ащ,21
Тхьэм*,21
къ*хьурэ,21
къыдэхъу*,21
къу*рэ,21
сыкъу*,21
Зыху*,21
зэхъу*,21
зэкIуэцI*,21
м*щ,21
узыхуэ*,21
сызэрыхуэ*,21
хуищI*,21
зэралъ*,21
къ*лъэрт,21
къ*хыж,21
къигъэщI*,21
къ*эмрэ,21
къ*уа,21
Хьэ*щ,21
жьы*,21
къэ*ну,21
зэры*…,21
литературэ*,21
зэрынэ*,21
хьэ*ыр,21
зы*эри,21
*ча,21
Зэ*э,21
у*эри,21
я*эну,21
щхьэ*ым,21
е*…,21
ягъэ*ым,21
лIыхъу*,21
ира*ым,21
зэзыгъэ*,21
тхуэ*ым,21
къызбгъэ*,21
щIэ*хэм,21
къыхэзы*,21
*тIщ,21
мыкIуэ*,21
хужы*,21
зэпкъры*,21
*тIауэ,21
*плъын,21
*хьэжырт,21
мар*,21
дызэп*,21
бл*,21
*экIынщ,21
къыт*эу,21
У*къэ,21
къ*эгъуар,21
къ*ни,21
къ*лъэр,21
*лIамэ,21
къилэ*,21
ухуэмы*,21
*хужа,21
*эжати,21
къы*хыр,21
къы*хын,21
ды*ам,21
къы*лъэр,21
зэры*эным,21
зы*эжу,21
*эдам,21
къафIэ*,21
къы*хьэм,21
*сыжу,21
*пIащ,21
дадэ*,21
сыщI*къым,21
япэщI*,21
къ*нт,21
къ*эжым,21
лъэбакъу*,21
зэхэс*,21
хэбгъэ*,21
изгъэ*,21
сыды*,21
иригу*,21
сызэп*,21
къызже*,21
яже*,21
зэс*,21
къ*эф,21
лъ*эу,21
зэригъэзэ*,21
пап*,21
къ*кIуащ,21
ирищI*,21
щрихь*,21
яутI*,21
щIэупщI*,21
слъ*ым,21
зэпсэлъ*,21
иригъэтI*,21
тетI*,21
*…………,21
6*,20
зэрыхуа*,20
сыкъы*ауэ,20
мэ*…,20
къе*у,20
къе*ащ,20
с*ми,20
пхуи*,20
*Iум,20
*гъэри,20
*нэкIэ,20
*лIу,20
*акIуэхэр,20
*зэш,20
*ус,20
*п,20
*хъуапсэ,20
*псалъэ,20
*ан,20
*в,20
*фIэн,20
*жьэнущ,20
*плъыну,20
*къри,20
*ншагъэр,20
*ныкъуэр,20
